,Nome,Categoria,Preço,Unidades Vendidas,Total,Filial,Forma de Pagamento,Método de Entrega,Data
0,Uva,Alimentos,10.12,4,40.48,ES,Crédito,Sedex,2016-01-08
0,Perfume,Cosméticos,21.81,10,218.1,PR,Débito,Retirada,2010-10-08
0,Grampo,Ferramentas Manuais,23.63,46,1086.98,PR,Débito,Sedex,2022-04-19
0,Base,Cosméticos,74.08,45,3333.6,RJ,Pix,Sedex,2015-12-23
0,Maçã,Alimentos,5.85,7,40.95,PR,Crédito,Sedex,2015-02-02
0,Meias,Roupas,139.49,17,2371.33,SP,Débito,Retirada,2018-06-26
0,Esmalte,Cosméticos,42.22,46,1942.12,SP,Boleto,PAC,2016-01-23
0,Chapéu,Roupas,209.13,42,8783.46,SP,Crédito,PAC,2018-12-28
0,Chapéu,Roupas,175.17,3,525.51,PR,Pix,Sedex,2016-12-18
0,Tesoura,Ferramentas Manuais,15.38,9,138.42,PR,Boleto,Retirada,2012-12-18
0,Camiseta,Roupas,60.14,39,2345.46,PR,Pix,PAC,2012-08-03
0,Grampo,Ferramentas Manuais,30.85,12,370.2,PR,Boleto,PAC,2013-10-10
0,Desodorante,Cosméticos,57.05,38,2167.9,SP,Crédito,Sedex,2010-10-18
0,Formão,Ferramentas Manuais,26.88,42,1128.96,MG,Pix,Sedex,2018-11-25
0,Forno elétrico,Eletrodomésticos,1330.81,43,57224.83,MG,Débito,PAC,2015-04-27
0,Esquadro,Ferramentas Manuais,43.47,8,347.76,PR,Pix,Retirada,2022-10-18
0,Geladeira,Eletrodomésticos,2275.99,4,9103.96,PR,Pix,Sedex,2022-03-15
0,Secadora de roupas,Eletrodomésticos,2641.75,22,58118.5,SP,Crédito,PAC,2015-10-09
0,Formão,Ferramentas Manuais,20.86,8,166.88,PR,Boleto,Retirada,2011-12-22
0,Corretivo,Cosméticos,67.53,29,1958.37,SP,Boleto,PAC,2013-10-08
0,Gorro,Roupas,286.59,50,14329.5,SP,Crédito,Retirada,2010-12-31
0,Cebola,Alimentos,1.5,17,25.5,PR,Débito,Retirada,2019-03-26
0,Perfume,Cosméticos,74.69,19,1419.11,SP,Boleto,Retirada,2010-08-28
0,Blush,Cosméticos,39.97,17,679.49,PR,Crédito,Retirada,2010-05-22
0,Vestido,Roupas,283.9,3,851.7,SP,Pix,PAC,2021-07-02
0,Lápis de olho,Cosméticos,45.11,37,1669.07,ES,Crédito,PAC,2012-07-12
0,Tomate,Alimentos,11.65,3,34.95,RJ,Boleto,PAC,2013-05-13
0,Micro-ondas,Eletrodomésticos,2087.73,48,100211.04,RJ,Débito,PAC,2016-04-29
0,Corretivo,Cosméticos,72.44,17,1231.48,SP,Crédito,Retirada,2015-05-05
0,Micro-ondas,Eletrodomésticos,2575.06,14,36050.84,RJ,Pix,Sedex,2021-03-29
0,Corretivo,Cosméticos,47.79,50,2389.5,ES,Crédito,PAC,2016-10-10
0,Uva,Alimentos,10.05,45,452.25,RJ,Crédito,PAC,2018-06-16
0,Martelo,Ferramentas Manuais,36.42,10,364.2,MG,Crédito,PAC,2019-08-15
0,Enxada,Ferramentas Manuais,15.4,1,15.4,MG,Pix,Sedex,2022-03-24
0,Chocolate,Alimentos,8.7,6,52.2,MG,Débito,Retirada,2019-07-04
0,Chapéu,Roupas,287.56,3,862.68,SP,Boleto,Sedex,2013-05-13
0,Camiseta,Roupas,265.97,9,2393.73,ES,Crédito,Sedex,2017-08-11
0,Secadora de roupas,Eletrodomésticos,2978.43,3,8935.29,PR,Crédito,Sedex,2014-12-31
0,Banana,Alimentos,11.21,42,470.82,ES,Pix,PAC,2021-06-21
0,Vestido,Roupas,284.71,48,13666.08,RJ,Boleto,PAC,2015-08-06
0,Alho,Alimentos,5.79,12,69.48,RJ,Pix,PAC,2018-09-18
0,Tônico facial,Cosméticos,36.74,48,1763.52,MG,Crédito,Retirada,2011-01-28
0,Enxada,Ferramentas Manuais,22.63,34,769.42,SP,Débito,PAC,2016-11-22
0,Maçã,Alimentos,1.43,47,67.21,SP,Boleto,PAC,2014-05-12
0,Uva,Alimentos,4.88,28,136.64,ES,Débito,Sedex,2012-10-25
0,Forno elétrico,Eletrodomésticos,1921.99,26,49971.74,RJ,Crédito,Sedex,2019-12-29
0,Esquadro,Ferramentas Manuais,38.8,34,1319.2,PR,Boleto,Retirada,2011-11-21
0,Cebola,Alimentos,3.74,1,3.74,MS,Débito,PAC,2017-02-01
0,Chave estrela,Ferramentas Manuais,27.24,40,1089.6,PR,Débito,PAC,2020-12-18
0,Camiseta,Roupas,127.84,25,3196.0,SP,Crédito,Retirada,2017-08-30
0,Gorro,Roupas,84.07,10,840.7,ES,Débito,PAC,2015-03-31
0,Serra,Ferramentas Manuais,43.78,37,1619.86,PR,Pix,PAC,2018-12-01
0,Fogão,Eletrodomésticos,1308.37,6,7850.22,PR,Pix,PAC,2010-01-05
0,Base,Cosméticos,45.42,30,1362.6,MG,Crédito,PAC,2013-03-22
0,Serra,Ferramentas Manuais,19.96,45,898.2,RJ,Crédito,PAC,2022-02-28
0,Esquadro,Ferramentas Manuais,36.83,35,1289.05,MS,Débito,Retirada,2016-10-18
0,Micro-ondas,Eletrodomésticos,2646.26,5,13231.3,PR,Boleto,Sedex,2013-12-24
0,Sutiã,Roupas,124.11,29,3599.19,MS,Débito,Sedex,2010-06-04
0,Ovo,Alimentos,4.9,17,83.3,MG,Boleto,PAC,2018-05-23
0,Fogão,Eletrodomésticos,2366.68,47,111233.96,MG,Crédito,Retirada,2022-07-11
0,Tônico facial,Cosméticos,51.0,16,816.0,ES,Débito,Retirada,2018-05-08
0,Desodorante,Cosméticos,29.59,21,621.39,MS,Crédito,PAC,2012-05-28
0,Ar-condicionado,Eletrodomésticos,622.41,40,24896.4,ES,Boleto,PAC,2016-10-31
0,Gorro,Roupas,69.62,21,1462.02,PR,Boleto,Sedex,2012-08-19
0,Tesoura,Ferramentas Manuais,18.68,32,597.76,MG,Pix,Sedex,2021-03-25
0,Secadora de roupas,Eletrodomésticos,826.42,27,22313.34,ES,Boleto,Retirada,2019-06-13
0,Shampoo,Cosméticos,35.51,22,781.22,RJ,Pix,Sedex,2010-07-07
0,Alho,Alimentos,5.18,46,238.28,MS,Pix,Retirada,2017-04-19
0,Forno elétrico,Eletrodomésticos,2520.25,30,75607.5,PR,Débito,PAC,2017-02-22
0,Desodorante,Cosméticos,66.77,4,267.08,RJ,Pix,PAC,2014-01-20
0,Lápis de olho,Cosméticos,32.53,9,292.77,ES,Pix,PAC,2022-08-06
0,Tônico facial,Cosméticos,63.12,35,2209.2,RJ,Débito,Retirada,2019-08-12
0,Gorro,Roupas,194.49,24,4667.76,SP,Boleto,Sedex,2017-04-20
0,Perfume,Cosméticos,52.06,12,624.72,PR,Crédito,Sedex,2016-04-12
0,Máquina de lavar roupa,Eletrodomésticos,1647.15,37,60944.55,PR,Pix,Sedex,2020-01-25
0,Vestido,Roupas,61.35,8,490.8,ES,Débito,Retirada,2020-12-15
0,Desodorante,Cosméticos,33.71,3,101.13,MG,Débito,Sedex,2020-06-11
0,Tônico facial,Cosméticos,63.61,12,763.32,MG,Débito,PAC,2021-04-27
0,Jeans,Roupas,253.6,8,2028.8,PR,Pix,Sedex,2015-12-15
0,Cebola,Alimentos,5.42,6,32.52,SP,Pix,Sedex,2013-05-26
0,Martelo,Ferramentas Manuais,25.59,43,1100.37,MG,Boleto,PAC,2010-04-02
0,Batedeira,Eletrodomésticos,2629.17,27,70987.59,ES,Débito,Retirada,2011-03-01
0,Luvas,Roupas,99.34,43,4271.62,RJ,Boleto,Retirada,2021-09-10
0,Uva,Alimentos,2.46,4,9.84,SP,Pix,PAC,2019-07-21
0,Tesoura,Ferramentas Manuais,27.25,9,245.25,ES,Boleto,Sedex,2016-01-24
0,Banana,Alimentos,3.32,15,49.8,MG,Pix,Sedex,2019-09-20
0,Serra,Ferramentas Manuais,19.39,18,349.02,PR,Débito,Sedex,2022-01-16
0,Martelo,Ferramentas Manuais,23.52,14,329.28,MS,Débito,PAC,2010-06-14
0,Martelo,Ferramentas Manuais,11.41,23,262.43,MG,Débito,Sedex,2019-01-10
0,Serra,Ferramentas Manuais,34.78,7,243.46,RJ,Débito,PAC,2015-11-11
0,Camiseta,Roupas,125.12,12,1501.44,SP,Débito,Retirada,2020-11-11
0,Tesoura,Ferramentas Manuais,18.66,8,149.28,SP,Crédito,Retirada,2017-09-21
0,Ar-condicionado,Eletrodomésticos,646.04,37,23903.48,SP,Débito,Retirada,2017-10-24
0,Meias,Roupas,172.89,7,1210.23,PR,Crédito,Retirada,2010-12-16
0,Chocolate,Alimentos,7.83,37,289.71,MS,Pix,Retirada,2014-07-29
0,Vestido,Roupas,279.85,3,839.55,MS,Boleto,Sedex,2012-09-13
0,Lápis de olho,Cosméticos,25.07,36,902.52,ES,Boleto,Sedex,2019-07-10
0,Forno elétrico,Eletrodomésticos,1697.44,32,54318.08,MS,Boleto,Retirada,2012-02-14
0,Tesoura,Ferramentas Manuais,13.33,2,26.66,RJ,Pix,PAC,2016-10-22
0,Fogão,Eletrodomésticos,621.04,36,22357.44,ES,Débito,Sedex,2020-02-23
0,Boné,Roupas,191.79,42,8055.18,ES,Débito,Retirada,2015-06-12
0,Alho,Alimentos,11.82,29,342.78,PR,Débito,PAC,2017-08-28
0,Blush,Cosméticos,38.89,7,272.23,MG,Pix,Sedex,2019-12-01
0,Torradeira,Eletrodomésticos,1467.95,3,4403.85,RJ,Crédito,Sedex,2017-10-11
0,Perfume,Cosméticos,50.36,45,2266.2,MG,Crédito,Sedex,2015-07-23
0,Uva,Alimentos,6.47,29,187.63,ES,Crédito,Retirada,2011-04-12
0,Lápis de olho,Cosméticos,54.09,37,2001.33,ES,Crédito,PAC,2010-03-13
0,Blush,Cosméticos,39.48,31,1223.88,MS,Boleto,PAC,2014-07-11
0,Fogão,Eletrodomésticos,2735.29,16,43764.64,MG,Pix,Sedex,2012-10-17
0,Geladeira,Eletrodomésticos,1837.52,40,73500.8,SP,Boleto,PAC,2011-06-03
0,Nível,Ferramentas Manuais,13.36,38,507.68,RJ,Pix,Retirada,2015-09-01
0,Vestido,Roupas,228.69,23,5259.87,MG,Débito,PAC,2020-02-24
0,Formão,Ferramentas Manuais,33.35,23,767.05,SP,Boleto,Sedex,2016-04-02
0,Chave estrela,Ferramentas Manuais,46.32,28,1296.96,MS,Boleto,PAC,2011-10-14
0,Laranja,Alimentos,3.77,36,135.72,ES,Débito,Sedex,2014-03-14
0,Geladeira,Eletrodomésticos,2594.6,19,49297.4,PR,Pix,PAC,2021-02-16
0,Nível,Ferramentas Manuais,22.77,16,364.32,SP,Crédito,PAC,2022-01-16
0,Uva,Alimentos,7.18,8,57.44,PR,Pix,PAC,2012-05-04
0,Lápis de olho,Cosméticos,25.96,23,597.08,PR,Boleto,Retirada,2013-06-06
0,Cebola,Alimentos,1.53,16,24.48,SP,Débito,PAC,2019-11-14
0,Perfume,Cosméticos,22.53,15,337.95,SP,Crédito,Sedex,2022-11-05
0,Pregos,Ferramentas Manuais,14.92,24,358.08,ES,Crédito,Retirada,2015-05-16
0,Uva,Alimentos,10.99,46,505.54,RJ,Débito,PAC,2015-11-11
0,Chapéu,Roupas,158.66,45,7139.7,SP,Boleto,Sedex,2016-06-10
0,Boné,Roupas,197.7,44,8698.8,SP,Pix,Retirada,2018-07-02
0,Forno elétrico,Eletrodomésticos,1800.64,6,10803.84,MS,Pix,Retirada,2018-09-08
0,Martelo,Ferramentas Manuais,24.18,21,507.78,MS,Boleto,PAC,2015-12-09
0,Gorro,Roupas,256.05,11,2816.55,RJ,Débito,Sedex,2017-08-19
0,Maçã,Alimentos,11.59,4,46.36,MS,Crédito,Sedex,2014-03-19
0,Banana,Alimentos,5.5,14,77.0,PR,Crédito,PAC,2020-06-04
0,Banana,Alimentos,11.33,41,464.53,MS,Crédito,Retirada,2011-04-07
0,Pregos,Ferramentas Manuais,40.07,20,801.4,RJ,Crédito,Sedex,2010-09-11
0,Corretivo,Cosméticos,44.18,45,1988.1,ES,Boleto,Sedex,2017-08-29
0,Perfume,Cosméticos,47.06,41,1929.46,SP,Boleto,PAC,2014-08-27
0,Ar-condicionado,Eletrodomésticos,2167.27,48,104028.96,RJ,Crédito,PAC,2017-07-29
0,Forno elétrico,Eletrodomésticos,2427.51,48,116520.48,PR,Pix,Retirada,2018-07-24
0,Tônico facial,Cosméticos,64.95,7,454.65,ES,Crédito,PAC,2020-07-27
0,Torradeira,Eletrodomésticos,1085.35,22,23877.7,SP,Débito,Sedex,2017-03-06
0,Uva,Alimentos,3.22,8,25.76,SP,Crédito,PAC,2022-07-03
0,Tesoura,Ferramentas Manuais,40.26,19,764.94,ES,Débito,Retirada,2016-06-25
0,Vestido,Roupas,63.29,2,126.58,RJ,Débito,Sedex,2012-12-12
0,Lápis de olho,Cosméticos,74.24,7,519.68,ES,Boleto,Retirada,2011-03-08
0,Torradeira,Eletrodomésticos,849.61,8,6796.88,MS,Débito,Retirada,2015-01-31
0,Luvas,Roupas,119.02,4,476.08,SP,Crédito,Retirada,2016-05-31
0,Banana,Alimentos,3.99,43,171.57,RJ,Pix,Sedex,2015-12-09
0,Boné,Roupas,257.53,22,5665.66,MS,Débito,Sedex,2021-01-18
0,Tesoura,Ferramentas Manuais,28.14,12,337.68,RJ,Débito,PAC,2010-01-23
0,Sutiã,Roupas,157.22,23,3616.06,MG,Débito,Sedex,2017-04-13
0,Boné,Roupas,277.04,10,2770.4,SP,Boleto,Sedex,2017-11-09
0,Esmalte,Cosméticos,37.52,16,600.32,PR,Débito,Sedex,2011-11-09
0,Enxada,Ferramentas Manuais,31.19,12,374.28,MS,Débito,Sedex,2014-05-14
0,Laranja,Alimentos,5.01,30,150.3,PR,Boleto,Retirada,2015-04-07
0,Jeans,Roupas,82.84,32,2650.88,SP,Boleto,PAC,2020-04-07
0,Cebola,Alimentos,10.28,33,339.24,MG,Crédito,Retirada,2012-02-04
0,Forno elétrico,Eletrodomésticos,2959.22,49,145001.78,MS,Pix,Sedex,2015-01-05
0,Gorro,Roupas,85.29,16,1364.64,MG,Boleto,PAC,2021-05-17
0,Ar-condicionado,Eletrodomésticos,2065.57,37,76426.09,RJ,Pix,Sedex,2015-08-28
0,Grampo,Ferramentas Manuais,20.5,27,553.5,MG,Crédito,PAC,2017-08-19
0,Forno elétrico,Eletrodomésticos,1568.99,35,54914.65,MS,Débito,Sedex,2019-11-17
0,Vestido,Roupas,272.91,34,9278.94,MG,Crédito,PAC,2011-10-19
0,Desodorante,Cosméticos,72.09,1,72.09,SP,Débito,Retirada,2020-03-15
0,Shampoo,Cosméticos,50.5,10,505.0,MS,Pix,PAC,2020-01-11
0,Jeans,Roupas,203.3,2,406.6,RJ,Crédito,Retirada,2011-08-08
0,Micro-ondas,Eletrodomésticos,2061.8,31,63915.8,MG,Boleto,Sedex,2022-09-16
0,Desodorante,Cosméticos,70.88,15,1063.2,PR,Débito,PAC,2014-08-06
0,Máquina de lavar roupa,Eletrodomésticos,1070.16,42,44946.72,RJ,Boleto,Sedex,2016-11-03
0,Torradeira,Eletrodomésticos,1413.42,20,28268.4,SP,Boleto,Sedex,2020-10-25
0,Uva,Alimentos,1.5,15,22.5,RJ,Crédito,Retirada,2012-08-27
0,Enxada,Ferramentas Manuais,23.4,32,748.8,MS,Pix,PAC,2011-08-15
0,Enxada,Ferramentas Manuais,49.16,39,1917.24,MG,Débito,PAC,2018-10-25
0,Tônico facial,Cosméticos,58.35,50,2917.5,MG,Boleto,Sedex,2010-02-26
0,Torradeira,Eletrodomésticos,871.93,36,31389.48,SP,Boleto,Sedex,2015-11-08
0,Geladeira,Eletrodomésticos,1697.4,20,33948.0,SP,Pix,PAC,2022-08-03
0,Base,Cosméticos,58.78,45,2645.1,MG,Boleto,PAC,2019-05-17
0,Enxada,Ferramentas Manuais,22.82,42,958.44,PR,Boleto,PAC,2017-10-05
0,Chave estrela,Ferramentas Manuais,39.4,30,1182.0,ES,Boleto,Retirada,2020-11-24
0,Fogão,Eletrodomésticos,1576.18,1,1576.18,PR,Boleto,Sedex,2012-04-01
0,Secadora de roupas,Eletrodomésticos,2745.61,3,8236.83,ES,Boleto,Sedex,2022-07-05
0,Fogão,Eletrodomésticos,724.91,38,27546.58,SP,Crédito,Retirada,2022-09-20
0,Pregos,Ferramentas Manuais,41.19,9,370.71,MS,Crédito,PAC,2021-01-09
0,Uva,Alimentos,1.52,36,54.72,PR,Boleto,Retirada,2013-03-22
0,Corretivo,Cosméticos,47.94,4,191.76,PR,Boleto,PAC,2012-03-25
0,Banana,Alimentos,7.31,2,14.62,MG,Boleto,Retirada,2018-11-01
0,Geladeira,Eletrodomésticos,2183.92,49,107012.08,MS,Boleto,Sedex,2015-09-06
0,Serra,Ferramentas Manuais,18.02,15,270.3,MS,Pix,Sedex,2022-04-24
0,Cebola,Alimentos,4.63,42,194.46,PR,Débito,Retirada,2013-07-03
0,Aspirador de pó,Eletrodomésticos,819.1,24,19658.4,MS,Débito,PAC,2018-09-09
0,Bermuda,Roupas,176.01,40,7040.4,ES,Débito,Retirada,2016-06-15
0,Máquina de lavar roupa,Eletrodomésticos,2421.66,34,82336.44,SP,Boleto,Retirada,2016-11-05
0,Gorro,Roupas,197.22,46,9072.12,SP,Boleto,Sedex,2016-11-24
0,Gorro,Roupas,257.04,27,6940.08,SP,Débito,PAC,2017-07-10
0,Banana,Alimentos,4.6,10,46.0,MS,Débito,PAC,2017-04-10
0,Torradeira,Eletrodomésticos,1448.95,39,56509.05,MS,Boleto,Retirada,2015-11-25
0,Jeans,Roupas,229.86,26,5976.36,ES,Pix,Retirada,2018-03-15
0,Martelo,Ferramentas Manuais,19.07,40,762.8,MS,Pix,Retirada,2014-02-02
0,Enxada,Ferramentas Manuais,22.37,29,648.73,MG,Débito,PAC,2010-05-20
0,Gorro,Roupas,53.78,2,107.56,RJ,Pix,Sedex,2015-07-26
0,Vestido,Roupas,195.38,18,3516.84,PR,Pix,PAC,2016-09-02
0,Martelo,Ferramentas Manuais,34.58,6,207.48,SP,Boleto,Sedex,2013-05-16
0,Bermuda,Roupas,279.63,31,8668.53,RJ,Crédito,Sedex,2019-02-11
0,Desodorante,Cosméticos,71.92,16,1150.72,MS,Crédito,Sedex,2020-10-10
0,Bermuda,Roupas,63.09,17,1072.53,RJ,Pix,Retirada,2017-10-17
0,Banana,Alimentos,5.37,5,26.85,SP,Boleto,Sedex,2014-12-27
0,Banana,Alimentos,6.37,43,273.91,PR,Pix,PAC,2011-01-06
0,Laranja,Alimentos,8.17,10,81.7,ES,Débito,PAC,2013-12-17
0,Boné,Roupas,231.58,47,10884.26,MG,Boleto,PAC,2019-09-17
0,Chave estrela,Ferramentas Manuais,43.48,21,913.08,SP,Débito,Sedex,2022-05-30
0,Martelo,Ferramentas Manuais,17.18,25,429.5,ES,Pix,Retirada,2015-12-29
0,Laranja,Alimentos,2.59,45,116.55,ES,Crédito,PAC,2019-11-01
0,Luvas,Roupas,151.51,30,4545.3,ES,Crédito,Retirada,2016-07-07
0,Cebola,Alimentos,2.76,25,69.0,ES,Débito,PAC,2015-03-27
0,Batedeira,Eletrodomésticos,2825.94,16,45215.04,ES,Pix,Sedex,2010-07-29
0,Jeans,Roupas,218.19,5,1090.95,ES,Crédito,Sedex,2016-01-09
0,Micro-ondas,Eletrodomésticos,2715.23,15,40728.45,ES,Débito,PAC,2015-12-02
0,Luvas,Roupas,88.91,34,3022.94,PR,Débito,Sedex,2015-06-18
0,Jeans,Roupas,97.92,28,2741.76,ES,Boleto,Retirada,2020-10-31
0,Boné,Roupas,132.6,24,3182.4,RJ,Débito,Sedex,2016-03-14
0,Chocolate,Alimentos,8.28,15,124.2,MG,Boleto,Sedex,2014-10-18
0,Micro-ondas,Eletrodomésticos,2610.54,38,99200.52,SP,Pix,Retirada,2013-12-12
0,Tônico facial,Cosméticos,21.96,26,570.96,SP,Pix,PAC,2014-10-21
0,Lápis de olho,Cosméticos,73.31,43,3152.33,SP,Débito,Sedex,2015-03-22
0,Luvas,Roupas,213.36,17,3627.12,MS,Débito,PAC,2019-09-03
0,Shampoo,Cosméticos,69.4,8,555.2,RJ,Pix,PAC,2013-09-15
0,Corretivo,Cosméticos,29.3,27,791.1,PR,Pix,Retirada,2015-06-02
0,Camiseta,Roupas,288.51,1,288.51,ES,Boleto,Sedex,2020-07-26
0,Batedeira,Eletrodomésticos,1727.72,47,81202.84,ES,Crédito,Retirada,2022-04-09
0,Maçã,Alimentos,4.72,16,75.52,ES,Pix,Retirada,2016-08-03
0,Chocolate,Alimentos,4.98,26,129.48,ES,Boleto,PAC,2010-11-25
0,Serra,Ferramentas Manuais,32.91,27,888.57,PR,Pix,PAC,2010-04-19
0,Blush,Cosméticos,40.96,32,1310.72,SP,Débito,PAC,2016-05-19
0,Torradeira,Eletrodomésticos,1574.54,1,1574.54,MG,Crédito,Sedex,2020-05-01
0,Secadora de roupas,Eletrodomésticos,1321.06,26,34347.56,RJ,Débito,Sedex,2019-02-16
0,Banana,Alimentos,2.74,1,2.74,ES,Crédito,Retirada,2019-02-06
0,Batedeira,Eletrodomésticos,2039.81,25,50995.25,RJ,Pix,Sedex,2021-03-16
0,Chave estrela,Ferramentas Manuais,33.06,6,198.36,MG,Boleto,PAC,2012-03-26
0,Luvas,Roupas,155.63,37,5758.31,MG,Boleto,Retirada,2016-10-01
0,Esquadro,Ferramentas Manuais,31.52,27,851.04,RJ,Crédito,Retirada,2013-06-16
0,Grampo,Ferramentas Manuais,22.13,31,686.03,MG,Crédito,Sedex,2019-06-03
0,Forno elétrico,Eletrodomésticos,2907.85,27,78511.95,MS,Boleto,PAC,2013-12-04
0,Tônico facial,Cosméticos,22.42,37,829.54,MS,Pix,Retirada,2012-12-23
0,Sutiã,Roupas,54.82,30,1644.6,ES,Pix,PAC,2021-06-10
0,Sutiã,Roupas,66.98,42,2813.16,MG,Crédito,Retirada,2016-09-23
0,Uva,Alimentos,2.43,15,36.45,RJ,Crédito,PAC,2020-07-05
0,Chave estrela,Ferramentas Manuais,38.86,40,1554.4,MG,Crédito,Sedex,2021-10-01
0,Esmalte,Cosméticos,20.44,23,470.12,SP,Pix,PAC,2013-12-16
0,Ovo,Alimentos,6.52,37,241.24,ES,Pix,PAC,2022-02-21
0,Aspirador de pó,Eletrodomésticos,601.13,24,14427.12,PR,Boleto,PAC,2012-01-27
0,Tomate,Alimentos,4.14,37,153.18,RJ,Débito,Sedex,2020-01-07
0,Gorro,Roupas,164.77,31,5107.87,PR,Débito,Retirada,2013-01-23
0,Fogão,Eletrodomésticos,2963.79,12,35565.48,MG,Boleto,Sedex,2010-11-06
0,Banana,Alimentos,9.85,26,256.1,PR,Débito,Sedex,2016-07-28
0,Esquadro,Ferramentas Manuais,12.65,19,240.35,ES,Crédito,PAC,2019-09-18
0,Esmalte,Cosméticos,40.05,5,200.25,RJ,Débito,Sedex,2011-10-18
0,Gorro,Roupas,253.23,18,4558.14,MS,Débito,PAC,2012-08-31
0,Chocolate,Alimentos,1.66,15,24.9,SP,Débito,PAC,2011-11-06
0,Chocolate,Alimentos,3.71,33,122.43,MS,Crédito,Sedex,2011-12-18
0,Secadora de roupas,Eletrodomésticos,1623.04,8,12984.32,MG,Crédito,Sedex,2010-04-19
0,Nível,Ferramentas Manuais,45.38,13,589.94,PR,Crédito,PAC,2019-01-15
0,Corretivo,Cosméticos,68.52,18,1233.36,MG,Crédito,PAC,2012-06-10
0,Geladeira,Eletrodomésticos,1150.68,48,55232.64,MS,Boleto,PAC,2011-08-31
0,Sutiã,Roupas,119.8,30,3594.0,MG,Boleto,Retirada,2011-09-07
0,Forno elétrico,Eletrodomésticos,891.94,1,891.94,ES,Débito,Retirada,2021-07-14
0,Perfume,Cosméticos,31.25,33,1031.25,MS,Crédito,PAC,2014-03-13
0,Máquina de lavar roupa,Eletrodomésticos,1417.4,22,31182.8,MS,Boleto,PAC,2020-04-19
0,Chocolate,Alimentos,7.22,40,288.8,MS,Boleto,PAC,2019-12-18
0,Forno elétrico,Eletrodomésticos,1473.88,48,70746.24,SP,Boleto,PAC,2022-03-22
0,Tônico facial,Cosméticos,38.14,43,1640.02,MG,Crédito,PAC,2019-08-07
0,Jeans,Roupas,77.05,43,3313.15,RJ,Boleto,Retirada,2013-06-18
0,Tônico facial,Cosméticos,21.08,18,379.44,SP,Crédito,Sedex,2019-03-10
0,Bermuda,Roupas,113.52,31,3519.12,SP,Débito,PAC,2019-12-29
0,Gorro,Roupas,86.82,40,3472.8,MG,Boleto,PAC,2016-03-12
0,Ar-condicionado,Eletrodomésticos,2660.24,30,79807.2,MG,Boleto,Sedex,2010-08-27
0,Blush,Cosméticos,53.5,21,1123.5,MS,Boleto,Sedex,2012-02-25
0,Blush,Cosméticos,37.61,42,1579.62,MS,Boleto,Sedex,2022-03-14
0,Boné,Roupas,250.96,7,1756.72,ES,Crédito,Sedex,2014-01-17
0,Boné,Roupas,87.71,18,1578.78,PR,Boleto,PAC,2019-08-08
0,Geleia,Alimentos,8.75,4,35.0,ES,Débito,Sedex,2022-12-06
0,Bermuda,Roupas,79.57,33,2625.81,RJ,Débito,Sedex,2020-11-11
0,Máquina de lavar roupa,Eletrodomésticos,1981.16,42,83208.72,SP,Débito,PAC,2010-02-17
0,Desodorante,Cosméticos,23.46,1,23.46,MS,Pix,Retirada,2015-07-30
0,Formão,Ferramentas Manuais,41.92,18,754.56,MG,Crédito,PAC,2011-03-27
0,Tomate,Alimentos,6.35,44,279.4,ES,Boleto,PAC,2018-04-09
0,Perfume,Cosméticos,43.85,21,920.85,RJ,Crédito,Sedex,2015-03-17
0,Bermuda,Roupas,252.99,2,505.98,PR,Crédito,PAC,2015-07-10
0,Tesoura,Ferramentas Manuais,18.57,43,798.51,ES,Crédito,PAC,2013-12-25
0,Fogão,Eletrodomésticos,1091.79,8,8734.32,MG,Boleto,Sedex,2020-03-13
0,Iluminador,Cosméticos,35.02,22,770.44,PR,Débito,Sedex,2017-08-07
0,Chapéu,Roupas,90.11,10,901.1,MG,Boleto,Retirada,2020-12-24
0,Vestido,Roupas,226.07,25,5651.75,SP,Crédito,PAC,2018-02-19
0,Chave estrela,Ferramentas Manuais,12.6,36,453.6,RJ,Crédito,PAC,2018-06-24
0,Pregos,Ferramentas Manuais,44.34,1,44.34,PR,Pix,PAC,2011-07-14
0,Jeans,Roupas,236.05,40,9442.0,ES,Pix,Sedex,2011-09-23
0,Shampoo,Cosméticos,46.81,20,936.2,MG,Pix,Sedex,2018-10-08
0,Corretivo,Cosméticos,52.29,20,1045.8,MS,Boleto,Retirada,2016-08-20
0,Shampoo,Cosméticos,68.0,41,2788.0,MG,Débito,PAC,2022-07-06
0,Shampoo,Cosméticos,21.63,37,800.31,ES,Pix,Sedex,2010-06-17
0,Chocolate,Alimentos,8.41,43,361.63,MS,Débito,PAC,2021-06-12
0,Sutiã,Roupas,102.28,19,1943.32,PR,Crédito,Retirada,2019-09-02
0,Luvas,Roupas,274.04,42,11509.68,MS,Boleto,PAC,2013-04-10
0,Corretivo,Cosméticos,74.48,47,3500.56,RJ,Pix,PAC,2010-08-06
0,Formão,Ferramentas Manuais,40.8,31,1264.8,MG,Boleto,PAC,2020-07-02
0,Maçã,Alimentos,9.02,36,324.72,PR,Boleto,Retirada,2018-07-09
0,Vestido,Roupas,181.32,1,181.32,RJ,Pix,Sedex,2019-03-08
0,Fogão,Eletrodomésticos,2164.79,4,8659.16,SP,Débito,Retirada,2020-10-02
0,Ovo,Alimentos,10.64,31,329.84,MG,Crédito,Retirada,2019-02-18
0,Chocolate,Alimentos,2.99,14,41.86,ES,Débito,PAC,2012-11-01
0,Martelo,Ferramentas Manuais,29.48,9,265.32,MS,Crédito,PAC,2020-02-09
